T,TM,Tm,SLP,H,W,V,VM,PM2.5
23.9,29.8,17.0,1017.0,43.0,5.0,9.4,16.5,138.79166666666666
23.2,29.0,17.0,1016.2,50.0,4.7,8.7,13.0,153.08333333333334
23.7,29.2,15.0,1014.8,41.0,5.8,7.4,14.8,159.70833333333334
22.6,30.4,13.0,1015.4,49.0,5.3,3.0,11.1,224.79166666666663
23.3,30.4,17.0,1016.7,56.0,4.8,7.6,11.1,177.625
23.9,29.8,18.7,1019.2,44.0,5.1,7.2,13.0,149.625
25.3,31.0,13.0,1015.4,34.0,5.5,8.5,14.8,161.16666666666666
25.2,32.0,19.0,1014.8,40.0,4.5,9.4,14.8,136.75
24.4,31.2,17.0,1015.3,43.0,5.0,9.8,14.8,50.91666666666666
26.8,34.0,13.0,1012.8,29.0,5.3,4.8,13.0,120.20833333333331
25.9,33.9,16.0,1012.2,31.0,5.1,4.4,9.4,137.125
27.6,35.7,19.0,1010.9,36.0,5.3,7.0,11.1,166.375
27.1,34.0,20.0,1012.9,40.0,5.3,8.3,16.5,126.58333333333331
26.1,33.0,17.0,1012.1,37.0,5.6,5.0,11.1,94.91666666666669
28.9,36.0,15.0,1009.2,21.0,5.3,4.8,11.1,133.95833333333334
28.4,37.0,16.0,1009.7,24.0,5.6,5.7,13.0,69.25
26.6,35.4,19.0,1008.6,37.0,5.6,6.5,14.8,79.29166666666667
23.3,33.2,18.0,1011.3,69.0,3.9,5.2,11.1,31.625
25.8,30.0,20.8,1012.3,59.0,5.5,2.0,11.1,20.416666666666668
27.6,33.0,22.0,1011.9,53.0,4.8,7.6,25.9,49.58333333333334
27.8,34.0,20.4,1012.6,56.0,4.8,6.5,11.1,34.916666666666664
28.9,35.0,18.0,1013.5,32.0,5.6,5.6,14.8,128.83333333333334
28.7,36.0,19.0,1012.3,32.0,5.8,7.2,11.1,56.33333333333334
28.7,38.0,20.0,1013.2,39.0,5.0,6.9,14.8,20.291666666666668
29.4,37.0,22.0,1011.0,29.0,5.1,5.0,11.1,59.16666666666666
31.6,37.0,22.2,1013.1,23.0,5.8,6.9,14.8,83.83333333333333
30.6,39.0,20.0,1013.3,26.0,5.0,5.6,13.0,89.375
31.8,38.1,22.0,1010.6,31.0,5.6,7.8,16.5,101.375
30.4,37.0,23.0,1012.5,40.0,5.3,6.9,11.1,42.91666666666666
30.6,36.0,23.6,1010.6,41.0,5.0,8.3,14.8,47.25
32.6,40.0,23.0,1009.0,35.0,5.3,6.5,11.1,81.20833333333333
33.3,40.0,25.0,1007.1,34.0,5.6,4.4,14.8,52.29166666666666
33.3,39.1,25.4,1004.7,25.0,5.6,5.2,14.8,28.45833333333333
31.1,40.0,24.0,1006.4,48.0,5.5,8.0,11.1,49.5
23.9,30.0,16.5,1013.1,67.0,5.1,6.1,14.8,54.70833333333334
22.9,29.5,16.7,1011.5,63.0,4.3,5.2,18.3,52.625
27.0,32.0,17.4,1012.4,50.0,4.8,8.0,13.0,51.375
31.9,38.0,22.0,1007.0,42.0,6.3,3.5,11.1,94.33333333333331
32.7,38.0,26.0,1008.4,36.0,5.3,6.3,14.8,92.91666666666669
33.6,40.0,25.0,1006.9,36.0,5.8,6.1,11.1,80.20833333333333
31.3,38.0,26.0,1006.4,43.0,5.8,7.2,14.8,71.66666666666667
30.2,37.5,24.0,1008.2,52.0,5.3,8.3,14.8,31.83333333333333
32.3,38.0,24.4,1010.0,41.0,5.3,4.8,11.1,47.66666666666666
34.9,41.0,26.2,1005.7,24.0,6.3,6.5,11.1,48.125
34.0,41.0,27.0,1006.8,31.0,5.1,8.1,16.5,56.25
31.8,40.9,27.0,1006.6,38.0,4.8,9.1,14.8,103.41666666666669
32.4,38.6,25.0,1006.9,45.0,5.5,5.7,13.0,76.875
34.7,41.0,27.0,1004.7,31.0,5.5,5.6,14.8,77.70833333333333
31.7,37.1,26.0,1008.1,44.0,5.3,7.2,13.0,55.08333333333334
35.0,42.5,28.9,1001.4,38.0,5.8,7.6,14.8,18.875
37.3,45.0,31.2,1001.8,24.0,6.0,6.9,13.0,68.91666666666667
36.3,41.5,29.6,1004.0,27.0,6.4,12.6,22.2,77.375
36.1,43.0,30.0,1002.7,25.0,5.5,9.8,18.3,63.91666666666666
36.3,42.8,30.5,1001.4,27.0,5.6,11.9,24.1,63.66666666666666
36.9,43.0,28.0,1000.2,29.0,5.0,8.1,24.1,63.625
31.0,42.8,26.0,1003.3,47.0,5.0,11.9,24.1,25.45833333333333
31.3,39.0,27.0,1003.8,45.0,4.8,14.8,24.1,20.75
33.9,38.0,24.9,1003.8,35.0,5.3,8.1,14.8,40.5
29.6,36.8,22.5,1003.9,61.0,4.3,9.1,14.8,64.83333333333333
31.4,36.3,24.8,1005.1,50.0,5.3,11.3,24.1,63.0
29.8,35.3,24.0,1004.8,52.0,5.0,10.7,25.9,73.83333333333333
26.3,34.7,21.9,1003.5,76.0,4.7,9.6,25.9,31.875
26.0,31.3,22.3,1001.8,76.0,4.8,14.3,25.9,54.95833333333334
25.6,30.1,23.0,1002.7,73.0,5.1,15.9,24.1,77.75
26.5,31.6,21.0,1000.3,62.0,4.7,22.2,40.7,75.33333333333333
25.8,31.5,23.0,999.6,67.0,3.9,19.3,37.0,32.583333333333336
23.7,28.8,22.0,1000.8,84.0,3.4,13.1,22.2,28.375
29.0,33.9,24.9,1002.2,56.0,5.0,18.0,27.8,28.54166666666667
29.3,34.2,24.0,1002.7,55.0,4.8,13.7,18.3,51.04166666666666
27.1,34.2,24.0,1003.4,64.0,5.0,15.6,27.8,40.0
29.6,35.4,25.0,1008.1,52.0,5.1,11.1,18.3,37.583333333333336
28.1,35.3,24.8,1006.9,60.0,4.5,12.0,20.6,37.625
30.6,35.9,25.7,1005.9,45.0,5.5,13.3,22.2,34.375
30.8,36.0,24.8,1003.7,43.0,5.0,14.1,22.2,42.29166666666666
29.7,34.4,25.6,1002.5,51.0,4.7,14.8,29.4,40.625
28.4,36.6,23.0,1003.1,63.0,4.7,10.7,18.3,30.70833333333333
28.4,36.6,22.9,1001.4,64.0,5.0,12.8,24.1,10.208333333333334
27.6,33.6,24.0,1001.3,65.0,4.7,15.0,27.8,19.416666666666668
28.3,34.7,24.0,1004.6,57.0,5.5,15.4,25.9,0.0
28.7,34.7,24.0,1005.0,57.0,5.0,14.1,25.9,0.0
29.9,35.3,24.0,1005.3,50.0,5.6,15.2,25.9,4.833333333333333
28.4,34.8,23.8,1006.4,56.0,5.0,15.9,22.2,15.375
28.3,34.8,23.0,1006.4,59.0,5.0,13.3,22.2,19.83333333333333
29.3,34.8,24.0,1005.4,55.0,5.0,10.2,18.3,25.79166666666667
28.8,37.0,24.8,1006.0,55.0,5.0,10.6,18.3,22.70833333333333
27.7,34.2,23.0,1004.2,63.0,4.8,13.0,18.3,47.41666666666666
26.7,33.7,23.8,1002.1,68.0,5.5,11.3,22.2,33.791666666666664
25.1,27.6,21.7,1004.7,74.0,4.3,9.4,18.3,39.04166666666666
27.4,31.4,23.3,1004.3,66.0,4.8,6.9,18.3,41.708333333333336
28.7,33.1,23.0,1006.5,61.0,5.0,9.4,18.3,28.75
28.9,37.6,23.0,1009.0,65.0,5.0,5.7,14.8,12.25
26.6,37.6,21.8,1009.5,70.0,4.3,6.5,25.9,14.5
27.6,32.7,22.9,1007.9,67.0,5.0,9.4,18.3,23.91666666666667
28.3,33.4,24.0,1005.2,59.0,5.0,11.7,18.3,27.375
28.9,34.6,23.9,1004.0,56.0,5.3,10.6,20.6,29.20833333333333
27.6,34.6,24.3,1004.0,65.0,4.8,9.6,18.3,36.5
27.8,32.5,23.7,1007.2,61.0,5.1,10.0,18.3,27.83333333333333
28.9,34.0,24.0,1005.9,54.0,5.5,9.3,18.3,44.125
29.2,34.9,24.3,1006.4,53.0,5.1,8.7,20.6,62.25
30.9,37.0,25.0,1007.6,49.0,5.3,6.5,13.0,60.125
26.1,35.5,22.6,1009.8,72.0,4.5,7.2,13.0,34.666666666666664
26.1,33.2,21.2,1009.0,74.0,4.5,4.3,11.1,39.208333333333336
25.3,33.1,21.9,1008.7,80.0,3.7,3.5,11.1,38.708333333333336
26.6,31.3,22.8,1007.5,69.0,4.5,8.0,11.1,69.95833333333333
25.7,31.6,22.8,1005.7,79.0,4.0,7.4,16.5,94.375
24.7,31.6,22.0,1004.4,83.0,3.4,7.8,11.1,85.75
27.9,32.8,22.5,1004.3,65.0,5.0,8.1,18.3,51.66666666666666
27.7,31.0,24.0,1004.6,62.0,5.0,8.1,18.3,39.41666666666666
27.9,32.6,23.3,1006.4,57.0,5.3,8.7,14.8,23.95833333333333
29.8,36.5,23.8,1006.0,60.0,4.7,3.9,11.1,43.5
27.8,35.4,22.4,1007.9,72.0,4.2,4.6,11.1,50.41666666666666
29.1,33.2,23.0,1007.4,53.0,4.8,5.4,11.1,55.70833333333334
26.4,30.9,22.6,1010.0,75.0,4.2,7.6,16.5,57.125
26.8,31.8,22.6,1010.5,70.0,4.8,6.3,11.1,69.375
26.8,33.0,22.5,1010.2,73.0,4.7,6.7,18.3,65.375
27.4,33.0,19.0,1008.2,48.0,4.7,5.7,14.8,97.70833333333331
28.4,35.0,20.0,1008.6,44.0,4.7,5.6,11.1,80.70833333333333
28.6,35.0,21.9,1011.7,38.0,4.8,4.8,9.4,81.625
28.2,36.0,19.0,1012.4,44.0,4.7,3.5,9.4,65.375
27.8,34.0,19.0,1010.2,52.0,4.5,5.7,13.0,84.375
27.3,33.0,21.0,1012.4,49.0,4.5,6.7,14.8,141.95833333333334
27.1,33.0,20.0,1010.7,49.0,4.2,6.1,18.3,153.375
28.2,34.0,19.0,1010.2,45.0,4.8,8.9,18.3,162.875
26.2,32.2,20.7,1012.8,59.0,4.3,8.3,14.8,0.0
26.3,32.0,20.0,1013.4,50.0,4.3,8.1,18.3,49.33333333333334
26.6,33.0,19.0,1013.1,42.0,4.3,8.1,14.8,107.33333333333331
27.1,32.1,21.0,1010.3,55.0,4.8,10.0,14.8,273.625
26.9,33.0,20.8,1011.8,49.0,4.8,5.7,16.5,256.9583333333333
27.5,33.0,20.3,1011.8,50.0,4.8,6.3,9.4,185.08333333333331
27.6,33.8,19.0,1011.9,49.0,6.1,5.9,11.1,365.75
27.0,32.6,20.0,1012.5,49.0,5.5,7.0,16.5,241.875
25.4,32.6,16.0,1011.6,42.0,5.5,6.7,14.8,176.875
24.7,33.5,16.0,1014.0,44.0,5.3,5.9,18.3,353.04166666666674
25.6,33.5,16.0,1011.5,40.0,5.3,5.4,14.8,257.4166666666667
25.2,31.6,19.0,1012.8,53.0,4.7,10.0,18.3,207.83333333333331
23.2,30.7,20.4,1013.2,78.0,3.4,6.3,13.0,268.1666666666667
25.8,30.2,20.0,1011.8,60.0,4.0,7.6,16.5,278.3333333333333
25.2,31.7,18.0,1013.7,52.0,4.7,5.6,13.0,157.5
24.7,32.0,16.0,1012.5,53.0,5.1,3.1,14.8,156.375
27.1,33.4,18.3,1010.7,52.0,5.6,3.1,9.4,200.5
27.2,31.0,21.9,1013.1,54.0,5.3,6.5,11.1,212.125
25.2,31.0,22.4,1013.5,62.0,4.2,7.8,14.8,190.5
23.1,31.1,15.0,1014.9,56.0,4.5,2.4,7.6,286.375
23.7,31.1,15.0,1014.5,55.0,5.6,4.1,9.4,288.0833333333333
22.7,30.7,15.0,1016.2,50.0,4.8,5.2,11.1,302.4583333333333
27.2,35.0,21.0,1010.4,61.0,4.3,3.0,9.4,163.0
27.9,34.8,21.4,1011.2,46.0,6.0,5.2,11.1,161.375
26.7,33.5,21.0,1010.9,37.0,5.1,5.7,11.1,157.375
26.4,33.2,19.5,1016.1,48.0,4.3,7.6,14.8,245.91666666666663
25.8,32.5,19.0,1013.0,59.0,4.5,5.4,9.4,264.5833333333333
25.8,32.5,20.0,1012.6,60.0,4.5,6.1,11.1,253.29166666666663
21.0,33.0,16.8,1016.3,34.0,5.1,7.8,14.8,181.20833333333331
21.2,30.0,12.6,1017.0,32.0,4.8,4.6,7.6,210.875
21.3,29.5,14.9,1018.0,41.0,7.7,1.9,5.4,255.33333333333331
23.7,33.0,15.0,1017.5,53.0,4.7,3.5,7.6,284.79583333333335
25.3,33.0,16.5,1017.9,36.0,5.5,3.1,11.1,219.72083333333333
23.8,30.4,13.0,1015.7,38.0,4.7,5.6,14.8,223.20833333333331
24.2,31.0,13.0,1013.1,33.0,4.7,4.4,9.4,285.225
25.6,32.0,19.0,1012.1,59.0,3.9,6.1,11.1,152.55416666666667
27.7,36.5,17.0,1012.4,29.0,5.0,4.6,13.0,179.11666666666667
28.7,35.0,20.3,1013.5,41.0,5.3,7.0,18.3,54.79166666666666
27.5,34.0,20.8,1012.5,52.0,4.7,8.0,14.8,93.375
28.4,35.0,21.0,1011.8,44.0,4.7,7.2,13.0,103.0
29.8,37.0,21.0,1011.3,38.0,5.0,7.2,13.0,132.20833333333334
26.9,35.1,20.9,1011.1,55.0,5.0,7.0,11.1,127.70833333333331
26.8,34.2,20.0,1012.1,37.0,5.6,8.3,18.3,109.33333333333331
27.1,36.0,15.0,1014.8,31.0,5.3,6.3,13.0,56.45833333333334
28.2,37.0,17.0,1013.3,32.0,5.0,5.0,9.4,135.83333333333334
30.7,40.0,17.0,1012.5,25.0,5.6,5.9,25.9,122.5
28.9,37.8,21.0,1010.2,50.0,5.1,6.3,11.1,69.66666666666667
29.1,37.2,22.3,1013.6,54.0,5.0,8.9,14.8,79.83333333333333
29.2,35.0,22.5,1014.8,46.0,5.1,7.8,13.0,62.70833333333334
27.9,34.2,21.0,1012.0,53.0,5.1,9.1,13.0,1.9166666666666667
29.5,35.0,21.0,1014.7,41.0,5.0,5.2,11.1,1.7916666666666667
31.1,41.2,24.0,1010.2,42.0,4.8,5.2,14.8,123.70833333333331
33.1,40.2,24.0,1009.2,28.0,5.3,4.6,11.1,64.79166666666667
33.3,40.0,24.0,1012.2,34.0,5.5,7.2,11.1,52.04166666666666
33.3,41.0,24.0,1011.1,31.0,5.1,7.6,13.0,128.33333333333334
31.8,41.0,22.0,1009.1,38.0,5.1,4.8,9.4,87.58333333333331
34.8,42.0,25.0,1007.2,33.0,5.1,5.7,14.8,21.25
34.3,41.0,26.0,1007.4,36.0,5.5,5.6,11.1,25.75
35.6,41.0,25.8,1008.0,20.0,6.0,5.6,9.4,105.33333333333331
33.9,41.0,24.0,1006.5,26.0,6.1,5.9,11.1,117.75
33.6,41.0,24.1,1008.8,32.0,6.0,8.7,18.3,20.791666666666668
35.3,43.0,26.0,1004.0,37.0,5.8,7.6,11.1,104.625
36.3,44.0,27.8,1005.8,34.0,5.0,7.0,11.1,109.625
34.8,41.2,28.0,1003.7,34.0,6.1,7.6,14.8,30.875
35.1,41.2,28.2,1005.1,38.0,5.3,6.5,13.0,128.125
32.0,41.6,25.3,1005.6,56.0,6.0,5.6,14.8,108.0
29.5,38.0,23.0,1000.4,57.0,4.7,14.8,27.8,94.375
32.2,39.0,23.6,1000.9,47.0,4.8,14.3,22.2,118.5
32.2,40.8,25.5,1002.7,43.0,4.5,17.4,37.0,110.41666666666669
34.2,41.0,27.5,1003.5,38.0,5.0,14.3,27.8,93.5
33.7,40.2,27.3,1004.4,45.0,5.1,7.4,18.3,45.375
30.3,39.0,26.9,1004.5,62.0,4.7,11.9,18.3,65.16666666666667
30.5,40.0,24.0,1003.7,55.0,4.5,14.8,46.5,67.08333333333333
26.9,31.0,22.9,1003.0,76.0,4.0,7.8,16.5,97.29166666666669
25.4,31.0,23.0,1003.2,72.0,5.0,10.6,20.6,47.75
24.8,31.9,22.0,1002.8,73.0,4.8,10.6,18.3,43.66666666666666
25.0,28.0,22.8,1002.1,70.0,5.0,11.5,22.2,29.83333333333333
24.4,29.2,20.0,1005.6,75.0,4.5,12.8,25.9,70.58333333333333
26.5,32.4,23.3,1005.1,64.0,4.7,8.1,14.8,21.125
24.7,30.3,21.0,1006.5,77.0,4.7,6.3,18.3,62.375
23.3,26.0,20.8,1003.5,88.0,3.7,5.6,11.1,41.5
23.9,29.2,19.9,1005.1,82.0,3.9,4.8,7.6,26.66666666666667
25.9,31.0,21.0,1007.9,69.0,5.1,5.6,9.4,29.0
26.9,32.0,20.0,1008.6,64.0,5.3,4.1,9.4,34.25
23.6,28.0,21.0,1007.2,84.0,3.7,5.4,13.0,50.91666666666666
25.8,33.4,19.3,1009.7,58.0,6.3,2.2,5.4,82.83333333333333
25.1,33.0,18.0,1010.5,43.0,5.6,3.0,7.6,95.25
25.1,32.0,16.0,1012.2,43.0,5.0,3.9,9.4,115.83333333333331
24.7,32.2,16.0,1009.6,43.0,4.8,4.3,9.4,136.70833333333334
24.2,32.2,15.0,1008.9,40.0,4.8,3.1,11.1,160.66666666666666
24.2,32.2,14.0,1010.4,41.0,4.7,4.4,11.1,173.58333333333337
25.0,31.8,18.0,1010.6,45.0,4.8,3.7,7.6,261.6666666666667
25.0,32.0,16.0,1010.8,43.0,4.8,5.7,9.4,272.4166666666667
24.4,32.1,16.0,1012.7,39.0,5.0,4.4,11.1,226.29166666666663
25.1,30.0,21.0,1014.1,68.0,3.9,2.4,7.6,99.70833333333331
25.5,31.1,20.0,1014.6,50.0,4.7,3.1,7.6,217.375
25.4,32.0,18.0,1013.4,51.0,4.3,3.5,9.4,309.375
25.9,32.1,18.0,1011.5,53.0,4.7,2.2,7.6,166.91666666666666
23.1,31.2,13.0,1013.5,34.0,4.8,4.8,11.1,278.0
22.7,31.0,12.0,1015.5,33.0,4.3,2.8,9.4,192.33333333333331
22.9,31.0,12.0,1015.4,38.0,4.8,2.6,7.6,235.33333333333331
23.1,30.2,12.9,1014.5,50.0,4.3,2.6,7.6,194.70833333333331
22.8,32.0,11.0,1012.9,38.0,4.8,3.3,7.6,274.875
24.0,33.0,11.0,1014.0,36.0,5.0,3.3,9.4,160.0
24.2,34.0,12.0,1013.8,38.0,4.7,3.9,11.1,217.91666666666663
25.8,34.0,12.0,1014.3,35.0,5.3,4.1,11.1,184.20833333333331
24.8,32.0,15.6,1014.9,46.0,4.5,3.9,9.4,176.375
25.1,31.0,15.7,1014.7,64.0,4.3,4.3,9.4,185.95833333333331
26.2,31.0,21.2,1015.9,68.0,3.9,4.3,7.6,195.375
23.2,31.0,12.9,1013.3,41.0,4.0,3.0,9.4,237.625
24.7,28.5,20.2,1013.7,79.0,3.1,5.0,14.8,260.1666666666667
25.4,34.0,13.4,1015.2,45.0,5.1,3.3,7.6,284.1666666666667
26.4,36.0,12.3,1017.1,46.0,5.0,1.7,5.4,288.4166666666667
25.2,34.0,12.4,1014.2,51.0,4.7,4.6,11.1,169.0
25.5,34.0,14.2,1013.7,50.0,4.5,2.0,5.4,186.04166666666663
22.9,32.0,13.9,1015.8,51.0,4.7,3.1,9.4,185.58333333333331
23.8,30.2,17.9,1010.6,55.0,4.5,3.7,7.6,200.64583333333337
21.4,28.0,15.0,1015.2,55.0,4.2,4.4,7.6,236.825
20.9,27.7,14.0,1016.6,60.0,3.1,4.3,9.4,276.90833333333336
22.1,29.0,11.0,1016.4,44.0,4.3,3.7,9.4,107.625
23.1,30.2,13.0,1017.9,38.0,4.7,3.5,11.1,125.89166666666668
24.3,30.8,15.0,1017.1,50.0,4.2,6.1,14.8,181.01250000000005
24.3,31.0,18.0,1015.0,56.0,4.3,3.9,7.6,152.32083333333338
25.5,31.2,16.0,1016.2,43.0,4.8,3.9,9.4,179.11666666666667
25.9,34.0,15.0,1013.7,41.0,5.0,3.0,7.6,54.79166666666666
26.7,35.0,15.0,1014.9,33.0,5.0,4.1,11.1,56.45833333333334
28.2,38.0,14.0,1011.0,25.0,5.3,2.0,7.6,135.83333333333334
29.5,39.0,16.0,1009.9,28.0,5.6,3.5,7.6,122.5
26.7,35.0,13.0,1013.5,34.0,4.8,5.2,13.0,62.70833333333334
27.8,35.3,14.0,1013.0,34.0,5.0,5.0,11.1,21.20833333333333
28.9,36.2,23.0,1006.6,58.0,4.2,3.7,7.6,122.70833333333331
28.6,34.8,23.0,1011.7,57.0,4.3,7.8,14.8,77.20833333333333
30.0,37.0,19.0,1011.3,32.0,5.3,3.5,11.1,98.70833333333331
29.9,36.6,19.0,1011.5,29.0,5.3,4.4,9.4,123.70833333333331
29.9,37.0,18.0,1012.7,29.0,5.5,4.1,9.4,64.79166666666667
32.9,39.0,21.0,1010.5,30.0,5.6,3.1,7.6,52.33333333333334
32.6,41.0,21.0,1010.8,30.0,5.5,4.4,7.6,128.33333333333334
34.6,42.0,24.0,1010.4,30.0,6.1,4.6,11.1,0.0
35.2,43.0,27.0,1008.4,28.0,5.5,4.8,11.1,23.20833333333333
34.3,41.0,25.0,1006.9,31.0,5.3,3.7,11.1,15.166666666666664
33.4,41.0,21.0,1007.0,29.0,5.6,3.7,9.4,46.91666666666666
34.3,40.0,26.9,1009.3,37.0,5.5,3.1,7.6,133.375
33.3,40.2,26.5,1010.5,47.0,5.3,3.5,5.4,147.83333333333334
33.2,41.0,20.2,1007.4,38.0,5.1,5.0,11.1,149.58333333333334
37.0,43.0,29.5,1004.6,24.0,6.3,6.9,14.8,101.95833333333331
34.2,42.7,25.5,1002.4,43.0,5.1,7.0,18.3,95.83333333333331
34.3,41.0,27.0,1002.8,43.0,5.8,5.2,14.8,38.66666666666666
28.9,37.2,23.9,1005.6,62.0,5.3,9.3,14.8,66.08333333333333
27.8,33.5,20.5,1005.2,73.0,5.0,5.9,11.1,77.66666666666667
28.2,34.6,24.4,1002.9,72.0,4.8,5.7,13.0,70.25
29.0,34.0,23.8,1004.8,66.0,5.1,7.6,11.1,97.29166666666669
27.9,33.0,22.9,1002.4,74.0,4.5,12.6,24.1,49.41666666666666
26.3,32.4,23.2,1004.3,81.0,4.7,7.6,18.3,35.208333333333336
28.1,32.0,23.1,1002.9,74.0,5.3,9.6,18.3,70.58333333333333
27.8,34.0,23.7,1004.0,73.0,5.0,10.6,18.3,26.58333333333333
28.8,33.8,24.6,1005.0,68.0,5.3,7.4,14.8,35.375
24.4,32.8,22.1,1006.1,93.0,3.5,4.8,18.3,31.91666666666667
26.0,29.2,21.9,1008.9,82.0,5.1,4.3,11.1,26.83333333333333
23.8,26.1,21.9,1001.8,95.0,3.4,9.6,18.3,35.708333333333336
27.0,31.0,20.7,1002.5,74.0,5.1,8.0,18.3,46.04166666666666
25.9,31.8,22.5,1001.8,88.0,4.3,8.3,18.3,82.875
28.6,32.0,22.8,1007.7,77.0,5.5,6.9,13.0,34.416666666666664
28.8,33.0,23.3,1006.3,77.0,5.3,5.6,13.0,30.625
28.8,33.3,24.2,1005.8,80.0,4.8,7.0,11.1,0.0
26.5,33.0,23.5,1006.1,86.0,4.2,3.7,9.4,43.95833333333334
26.8,33.8,22.5,1007.5,87.0,3.5,7.0,18.3,26.66666666666667
27.4,31.0,22.6,1005.7,83.0,4.0,3.0,9.4,61.70833333333334
27.6,33.0,21.3,1006.0,82.0,4.3,3.1,9.4,80.04166666666667
26.2,33.0,18.0,1006.9,67.0,4.8,4.1,9.4,126.16666666666669
27.7,32.8,21.0,1013.1,66.0,4.7,5.4,13.0,245.66666666666663
24.0,30.6,15.6,1012.2,60.0,4.5,6.3,14.8,217.375
25.2,31.6,17.5,1012.3,61.0,5.1,3.3,9.4,278.0
23.5,31.8,16.6,1014.0,62.0,5.0,2.6,9.4,110.0
22.2,29.4,14.0,1013.8,56.0,4.3,5.0,14.8,264.9166666666667
24.7,32.8,15.9,1013.5,57.0,4.3,4.4,11.1,164.75
26.6,33.0,17.9,1011.6,45.0,4.7,2.0,7.6,143.91666666666666
30.2,36.7,21.3,1009.4,29.0,5.3,6.9,14.8,130.33333333333334
29.9,37.0,20.0,1011.3,39.0,5.5,5.6,14.8,75.75
30.1,37.0,18.5,1007.8,46.0,4.3,6.1,18.3,48.20833333333334
29.7,36.0,20.3,1010.0,56.0,4.8,3.9,14.8,67.79166666666667
31.9,37.0,26.1,1004.5,55.0,5.1,15.7,22.2,80.54166666666667
32.4,38.0,26.5,1001.3,55.0,5.5,11.7,22.2,78.54166666666667
28.8,35.7,23.7,1005.3,65.0,5.0,14.4,22.2,146.20833333333334
26.7,30.7,23.3,1002.6,81.0,5.0,19.4,25.9,160.375
26.2,29.4,23.3,1002.7,76.0,4.0,7.8,14.8,99.375
28.3,33.2,23.9,1005.0,69.0,4.5,13.7,25.9,31.45833333333333
26.1,29.0,22.4,1001.2,87.0,5.0,14.1,22.2,22.33333333333333
23.3,27.2,20.5,1003.0,93.0,4.0,15.7,22.2,64.875
26.8,31.2,22.3,1004.4,80.0,5.0,12.8,22.2,33.5
25.1,29.6,20.9,1004.1,90.0,4.8,12.6,22.2,38.41666666666666
26.3,31.2,21.5,1008.0,81.0,5.1,10.4,22.2,24.29166666666667
28.6,33.0,22.7,1006.7,74.0,4.8,4.1,14.8,58.125
27.6,31.4,21.6,1003.3,75.0,4.5,5.2,9.4,56.91666666666666
27.1,32.0,16.3,1012.7,50.0,5.1,6.9,11.1,232.33333333333331
28.4,33.5,20.9,1013.1,63.0,5.3,6.1,66.5,232.54166666666663
28.5,33.4,20.9,1012.6,59.0,5.3,6.3,14.8,185.5
24.9,33.2,14.8,1011.5,48.0,4.2,4.6,13.0,166.875
26.4,32.0,20.9,1011.2,70.0,3.9,6.7,9.4,200.33333333333331
20.8,25.0,14.5,1016.8,78.0,4.7,5.9,11.1,349.29166666666674
23.3,28.0,14.9,1014.0,71.0,4.5,3.0,9.4,310.25
